3100,200,650,1000,43,9,14,86,1950,350,55,5
2900,200,650,1000,40,9,14,80,1820,350,52,5
2700,200,650,1000,37,9,14,75,1700,350,49,5
2500,200,650,1000,35,9,14,70,1550,350,44,5

